2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
8260-T,井筒屋,東証1部,小売業,65,67,65,67,1622000,107175000
8260-F,井筒屋,福証,小売業,-,-,-,-,0,0
8267-T,イオン,東証1部,小売業,1838.0,1852.0,1805.5,1844.0,4320800,7915790450
8270-T,ユニーグループ・ホールディングス,東証1部,小売業,769,775,752,765,2412200,1836262600
8273-T,イズミ,東証1部,小売業,5280,5280,5170,5260,122600,641849000
8274-T,東武ストア,東証1部,小売業,315,317,312,313,63000,19807000
8275-T,フォーバル,東証1部,卸売業,682,685,656,674,55200,37361000
8276-T,平和堂,東証1部,小売業,2600,2600,2527,2555,110100,281177300
8278-T,フジ,東証1部,小売業,2810,2947,2765,2901,46300,132068800
8279-T,ヤオコー,東証1部,小売業,6510,6590,6280,6320,267500,1699756000
8281-T,ゼビオ,東証1部,小売業,2287,2295,2232,2292,83200,188907700
8282-T,ケーズホールディングス,東証1部,小売業,3785,3860,3765,3825,314400,1202402000
8283-T,PALTAC,東証1部,卸売業,2232,2275,2165,2271,393300,875367300
8285-T,三谷産業,東証1部,卸売業,405,411,398,400,38600,15559000
8287-T,マックスバリュ西日本,東証2部,小売業,1606,1610,1600,1600,8300,13313600
8289-T,Olympicグループ,東証1部,小売業,631,638,624,628,11300,7124800
8291-T,日産東京販売ホールディングス,東証1部,小売業,350,352,347,352,35000,12241300
8298-T,ファミリー,JQスタンダード,小売業,440,440,440,440,200,88000
8301-T,日本銀行,JQ,銀行業,46350,48450,46350,48000,600,28370000
8303-T,新生銀行,東証1部,銀行業,260,269,259,268,18961000,5031603000
8304-T,あおぞら銀行,東証1部,銀行業,440,448,440,447,9502000,4222970000
8306-T,三菱UFJフィナンシャル・グループ,東証1部,銀行業,815.0,826.7,810.2,820.1,86805800,71010444560
8308-T,りそなホールディングス,東証1部,銀行業,613.0,624.5,610.7,620.0,12843800,7941934910
8309-T,三井住友トラスト・ホールディングス,東証1部,銀行業,511.4,515.6,509.0,512.1,18973000,9724861100
8316-T,三井住友フィナンシャルグループ,東証1部,銀行業,5000.0,5048.0,4983.0,5035.0,9289600,46591904450
8324-T,第四銀行,東証1部,銀行業,516,526,508,525,729000,379588000
8325-T,北越銀行,東証1部,銀行業,237,243,233,239,209000,49844000
8327-T,西日本シティ銀行,東証1部,銀行業,334,339,329,335,3034000,1014282000
8327-F,西日本シティ銀行,福証,銀行業,-,-,-,-,0,0
8331-T,千葉銀行,東証1部,銀行業,895,908,887,901,2706000,2432123000
8332-T,横浜銀行,東証1部,銀行業,747.8,757.5,739.7,754.3,3935000,2959277400
8333-T,常陽銀行,東証1部,銀行業,653,662,645,660,1937000,1272296000
8334-T,群馬銀行,東証1部,銀行業,813,823,803,819,1277000,1042811000
8336-T,武蔵野銀行,東証1部,銀行業,4250,4330,4200,4300,74900,320579000
8337-T,千葉興業銀行,東証1部,銀行業,675,695,670,692,478600,327494700
8338-T,筑波銀行,東証1部,銀行業,431,444,426,441,305800,133350800
8341-T,七十七銀行,東証1部,銀行業,720,733,709,724,1171000,845612000
8341-S,七十七銀行,札証,銀行業,-,-,-,-,0,0
8342-T,青森銀行,東証1部,銀行業,365,370,356,370,256000,93620000
8343-T,秋田銀行,東証1部,銀行業,340,357,340,356,188000,66019000
8344-T,山形銀行,東証1部,銀行業,491,498,485,497,149000,73729000
8345-T,岩手銀行,東証1部,銀行業,5100,5270,5040,5270,22900,118695000
8346-T,東邦銀行,東証1部,銀行業,483,495,474,494,368000,179787000
8349-T,東北銀行,東証1部,銀行業,161,163,161,163,156000,25228000
8350-T,みちのく銀行,東証1部,銀行業,214,216,213,216,144000,30865000
8354-T,ふくおかフィナンシャルグループ,東証1部,銀行業,599,607,591,602,2802000,1681788000
8354-F,ふくおかフィナンシャルグループ,福証,銀行業,-,-,-,-,0,0
8355-T,静岡銀行,東証1部,銀行業,1308,1313,1281,1304,1356000,1767356000
8356-T,十六銀行,東証1部,銀行業,503,513,497,506,641000,323532000
8358-T,スルガ銀行,東証1部,銀行業,2380,2390,2343,2376,771700,1829488600
8359-T,八十二銀行,東証1部,銀行業,846,862,832,856,1080000,920204000
8360-T,山梨中央銀行,東証1部,銀行業,571,580,560,572,204000,116562000
8361-T,大垣共立銀行,東証1部,銀行業,412,422,406,421,634000,264355000
8362-T,福井銀行,東証1部,銀行業,245,249,242,249,132000,32580000
8363-T,北國銀行,東証1部,銀行業,446,449,438,446,546000,243422000
8364-T,清水銀行,東証1部,銀行業,3180,3260,3100,3250,7300,23362000
8365-T,富山銀行,東証2部,銀行業,336,345,336,341,39000,13249000
8366-T,滋賀銀行,東証1部,銀行業,613,626,603,623,944000,582648000
8367-T,南都銀行,東証1部,銀行業,395,403,388,398,295000,117300000
8368-T,百五銀行,東証1部,銀行業,584,595,572,589,434000,254747000
8369-T,京都銀行,東証1部,銀行業,1330,1343,1306,1335,724000,963334000
8370-T,紀陽銀行,東証1部,銀行業,1823,1845,1783,1833,131900,240106900
8374-T,三重銀行,東証1部,銀行業,265,269,264,268,129000,34481000
8377-T,ほくほくフィナンシャルグループ,東証1部,銀行業,274,277,269,274,3858000,1058360000
8377-S,ほくほくフィナンシャルグループ,札証,銀行業,-,-,-,-,0,0
8379-T,広島銀行,東証1部,銀行業,674,686,664,680,1281000,868129000
8381-T,山陰合同銀行,東証1部,銀行業,1046,1079,1032,1067,651000,692061000
8382-T,中国銀行,東証1部,銀行業,1764,1784,1723,1769,340800,600714100
8383-T,鳥取銀行,東証1部,銀行業,207,213,206,212,125000,26186000
8385-T,伊予銀行,東証1部,銀行業,1392,1401,1359,1392,548100,760393700
8386-T,百十四銀行,東証1部,銀行業,415,426,412,423,543000,228550000
8387-T,四国銀行,東証1部,銀行業,241,250,240,250,239000,58982000
8388-T,阿波銀行,東証1部,銀行業,690,700,675,694,341000,235611000
8390-T,鹿児島銀行,東証1部,銀行業,768,774,747,767,235000,179588000
8390-F,鹿児島銀行,福証,銀行業,-,-,-,-,0,0
8392-T,大分銀行,東証1部,銀行業,517,520,512,513,184000,94904000
8392-F,大分銀行,福証,銀行業,-,-,-,-,0,0
8393-T,宮崎銀行,東証1部,銀行業,398,418,395,406,179000,72705000
8393-F,宮崎銀行,福証,銀行業,-,-,-,-,0,0
8394-T,肥後銀行,東証1部,銀行業,683,696,675,692,214000,147265000
8394-F,肥後銀行,福証,銀行業,-,-,-,-,0,0
8395-T,佐賀銀行,東証1部,銀行業,270,274,267,273,195000,52894000
8395-F,佐賀銀行,福証,銀行業,-,-,-,-,0,0
8396-T,十八銀行,東証1部,銀行業,336,347,334,345,185000,63414000
8396-F,十八銀行,福証,銀行業,-,-,-,-,0,0
8397-T,沖縄銀行,東証1部,銀行業,4700,4720,4625,4705,13400,62777000
8397-F,沖縄銀行,福証,銀行業,-,-,-,-,0,0
8398-F,筑邦銀行,福証,銀行業,-,-,-,-,0,0
8399-T,琉球銀行,東証1部,銀行業,1720,1746,1688,1738,175300,302169500
8399-F,琉球銀行,福証,銀行業,-,-,-,-,0,0
8410-T,セブン銀行,東証1部,銀行業,536,536,524,529,7120100,3774970900
8411-T,みずほフィナンシャルグループ,東証1部,銀行業,249.5,253.7,248.5,252.4,269141100,67585435050
8416-T,高知銀行,東証1部,銀行業,148,150,148,150,80000,11925000
8418-T,山口フィナンシャルグループ,東証1部,銀行業,1510,1527,1485,1525,1043000,1580587000
8421-T,信金中央金庫,東証,その他,223900,225100,223900,224000,214,48007600
8423-T,アクリーティブ,東証1部,その他金融業,574,587,569,575,994400,573753700
8424-T,芙蓉総合リース,東証1部,その他金融業,4740,4805,4685,4790,60300,286924500
8425-T,興銀リース,東証1部,その他金融業,2532,2558,2504,2535,103700,262641700
8439-T,東京センチュリーリース,東証1部,その他金融業,3770,3820,3710,3800,109100,412479500
8462-T,フューチャーベンチャーキャピタル,JQスタンダード,証券商品先物,490,515,490,508,170100,85101200
8473-T,SBIホールディングス,東証1部,証券商品先物,1500,1524,1493,1513,4257500,6435253300
8508-T,Jトラスト,東証2部,その他金融業,1010,1022,1000,1019,874300,886759400
8511-T,日本証券金融,東証1部,その他金融業,653,667,652,664,383300,253156700
8515-T,アイフル,東証1部,その他金融業,465,494,461,473,73985600,35345346200
8518-T,日本アジア投資,東証1部,証券商品先物,49,52,49,51,1060000,53775000
8519-T,ポケットカード,東証1部,その他金融業,565,584,565,578,206300,119213100
8521-T,長野銀行,東証1部,銀行業,211,215,210,214,155000,33042000
8522-T,名古屋銀行,東証1部,銀行業,475,475,463,472,193000,90740000
8524-T,北洋銀行,東証1部,銀行業,489,501,487,496,831300,411112500
8524-S,北洋銀行,札証,銀行業,-,-,-,-,0,0
8527-T,愛知銀行,東証1部,銀行業,6320,6560,6220,6560,11300,72497000
8529-T,第三銀行,東証1部,銀行業,190,195,188,190,164000,31417000
8530-T,中京銀行,東証1部,銀行業,227,229,224,229,42000,9556000
8536-T,東日本銀行,東証1部,銀行業,435,442,425,441,304000,132949000
8537-T,大光銀行,東証1部,銀行業,225,228,224,226,51000,11525000
8540-F,福岡中央銀行,福証,銀行業,323,323,323,323,2000,646000
8541-T,愛媛銀行,東証1部,銀行業,260,266,255,260,222000,58042000
8542-T,トマト銀行,東証1部,銀行業,178,181,178,180,113000,20263000
8543-T,みなと銀行,東証1部,銀行業,240,241,234,237,1239000,294727000
8544-T,京葉銀行,東証1部,銀行業,629,639,618,633,522000,330032000
8545-T,関西アーバン銀行,東証1部,銀行業,1288,1315,1267,1311,79000,102811900
8550-T,栃木銀行,東証1部,銀行業,622,645,616,644,271000,172132000
8551-T,北日本銀行,東証1部,銀行業,3285,3330,3235,3300,5000,16469000
8554-F,南日本銀行,福証,銀行業,157,161,157,159,10000,1595000
8558-T,東和銀行,東証1部,銀行業,108,112,107,112,1564000,172284000
8559-F,豊和銀行,福証,銀行業,83,84,83,84,33000,2758000
8560-F,宮崎太陽銀行,福証,銀行業,179,179,179,179,2000,358000
8562-T,福島銀行,東証1部,銀行業,92,94,92,93,1513000,140379000
8563-T,大東銀行,東証1部,銀行業,167,168,164,166,200000,33241000
8566-T,リコーリース,東証1部,その他金融業,3400,3475,3325,3470,199800,685925500
8570-T,イオンフィナンシャルサービス,東証1部,その他金融業,2813,2822,2686,2703,1270600,3454916100
8572-T,アコム,東証1部,その他金融業,560,564,554,557,6528700,3641498500
8584-T,ジャックス,東証1部,その他金融業,494,498,486,496,860000,424215000
8584-S,ジャックス,札証,その他金融業,-,-,-,-,0,0
8585-T,オリエントコーポレーション,東証1部,その他金融業,197,201,196,199,5639200,1121685700
8586-T,日立キャピタル,東証1部,その他金融業,2916,2977,2889,2955,385500,1135269800
8589-T,アプラスフィナンシャル,東証1部,その他金融業,120,120,117,118,2876200,340547900
8591-T,オリックス,東証1部,その他金融業,1668.0,1673.0,1638.0,1651.5,6274000,10377757300
8593-T,三菱UFJリース,東証1部,その他金融業,597,603,589,597,1918600,1146963700
8594-S,中道リース,札証,その他金融業,-,-,-,-,0,0
8595-T,ジャフコ,東証1部,証券商品先物,5520,5520,5390,5400,472900,2569586000
8596-F,九州リースサービス,福証,その他金融業,384,396,384,396,7500,2943900
8600-T,トモニホールディングス,東証1部,銀行業,470,485,465,480,287800,137287700
8601-T,大和証券グループ本社,東証1部,証券商品先物,845.3,861.8,844.9,850.0,9233000,7876920400
8604-T,野村ホールディングス,東証1部,証券商品先物,766.0,784.9,764.4,777.1,27258200,21190201010
8609-T,岡三証券グループ,東証1部,証券商品先物,760,770,754,768,864000,658617000
8613-T,丸三証券,東証1部,証券商品先物,1289,1316,1281,1313,473600,615993700
8614-T,東洋証券,東証1部,証券商品先物,396,407,392,404,463000,185490000
8616-T,東海東京フィナンシャル・ホールディングス,東証1部,証券商品先物,807,837,804,833,1301700,1072817200
8617-T,光世証券,東証1部,証券商品先物,199,202,197,202,362000,72377000
8622-T,水戸証券,東証1部,証券商品先物,408,416,404,414,176700,72683100
8624-T,いちよし証券,東証1部,証券商品先物,1038,1070,1031,1070,195300,206119700
8625-T,高木証券,東証2部,証券商品先物,215,222,215,221,197000,43081000
8628-T,松井証券,東証1部,証券商品先物,1039,1055,1031,1055,1664800,1743287300
8630-T,損保ジャパン日本興亜ホールディングス,東証1部,保険業,4040.5,4063.0,3992.0,4005.0,3906200,15691462150
8648-T,バンク・オブ・アメリカ,東証1部外国,銀行業,2020,2070,1983,1995,1640,3303680
8682-T,モルガン・スタンレー・アジア-パシフィック・ファンド・インク,東証,その他金融業,-,-,-,-,0,0
8685-T,アメリカンインターナショナルグループ,東証1部外国,保険業,7480,7480,7270,7420,1596,11777620
8686-T,アフラック,東証1部外国,保険業,7150,7150,7070,7070,250,1771500
8692-T,だいこう証券ビジネス,東証1部,証券商品先物,1049,1128,1046,1101,113700,124748200
8697-T,日本取引所グループ,東証1部,その他金融業,3830,3845,3760,3795,1125500,4265742500
8698-T,マネックスグループ,東証1部,証券商品先物,305,319,303,317,4179000,1308397000
8699-T,澤田ホールディングス,JQスタンダード,証券商品先物,1185,1199,1160,1177,28900,34304700
8700-T,丸八証券,JQスタンダード,証券商品先物,184,186,181,185,50000,9187000
8703-T,カブドットコム証券,東証1部,証券商品先物,380,395,378,388,3231800,1254657400
8704-T,トレイダーズホールディングス,JQスタンダード,証券商品先物,104,107,101,105,797500,82947700
8705-T,岡藤ホールディングス,JQスタンダード,証券商品先物,172,184,172,181,78500,14005000
8706-T,極東証券,東証1部,証券商品先物,1795,1816,1775,1805,217000,390622100
8707-T,岩井コスモホールディングス,東証1部,証券商品先物,1450,1495,1450,1492,108800,160933500
8708-T,藍澤證券,東証1部,証券商品先物,761,778,761,776,136700,105450400
8709-T,インヴァスト証券,JQスタンダード,証券商品先物,1052,1090,1052,1075,3900,4171100
8710-T,シティグループ・インク,東証1部外国,銀行業,6400,6550,6400,6440,1244,8040740
8713-T,フィデアホールディングス,東証1部,銀行業,237,241,235,240,812300,193914800
8714-T,池田泉州ホールディングス,東証1部,銀行業,524,524,513,521,767400,399001100
8715-T,アニコム ホールディングス,東証1部,保険業,2660,2664,2544,2583,223700,577147800
8721-T,ベンチャー・リヴァイタライズ証券投資法人 投資証券,東証,その他,5300,5550,5300,5550,1870,10053700
8725-T,MS&ADインシュアランスグループホールディングス,東証1部,保険業,3974.5,3974.5,3892.0,3906.5,6493600,25454668700
8728-T,マネースクウェアHD,東証1部,証券商品先物,1535,1573,1514,1557,68100,105185900
8729-T,ソニーフィナンシャルホールディングス,東証1部,保険業,2250,2270,2226,2269,1762900,3966102600
8732-T,マネーパートナーズグループ,東証1部,証券商品先物,389,400,389,396,257200,101398900
8737-T,あかつきフィナンシャルグループ,東証2部,証券商品先物,512,532,512,530,136300,71405900
8739-T,スパークス・グループ,JQスタンダード,証券商品先物,349,353,339,353,2356500,818313100
8740-T,フジトミ,JQスタンダード,証券商品先物,273,279,273,279,7300,2023600
8742-T,小林洋行,東証1部,証券商品先物,267,280,267,276,315700,85020100
8746-T,第一商品,JQスタンダード,証券商品先物,450,457,445,449,27100,12196200
8747-T,豊商事,JQスタンダード,証券商品先物,487,498,485,485,6400,3132500
8750-T,第一生命保険,東証1部,保険業,2260.0,2263.0,2192.0,2225.5,7202200,16023790000
8766-T,東京海上ホールディングス,東証1部,保険業,4930.0,4932.5,4824.0,4896.0,2485300,12124238500
8769-T,アドバンテッジリスクマネジメント,JQスタンダード,保険業,1110,1147,1102,1145,18500,20824600
8771-T,イー・ギャランティ,東証1部,その他金融業,2270,2270,2218,2238,35000,78461800
8772-T,アサックス,東証1部,その他金融業,1540,1570,1540,1569,13300,20747400
8783-T,GFA,JQスタンダード,その他金融業,690,700,690,700,16400,11388600
8787-T,UCS,JQスタンダード,その他金融業,1219,1220,1199,1205,3500,4240900
8789-T,フィンテック グローバル,東証マザーズ,その他金融業,143,144,139,143,2780400,395475500
8793-T,NECキャピタルソリューション,東証1部,その他金融業,1661,1715,1661,1700,27100,45947600
8795-T,T&Dホールディングス,東証1部,保険業,1646.0,1650.0,1624.5,1647.0,3036400,4979688450
8798-T,アドバンスクリエイト,JQスタンダード,保険業,1415,1422,1409,1413,6100,8633600
8801-T,三井不動産,東証1部,不動産業,3422.5,3442.0,3396.0,3432.0,4622000,15811614500
8802-T,三菱地所,東証1部,不動産業,2659.0,2663.0,2613.5,2651.5,4606000,12165781000
8803-T,平和不動産,東証1部,不動産業,1541,1554,1512,1537,185300,283991200
8803-F,平和不動産,福証,不動産業,-,-,-,-,0,0
8803-S,平和不動産,札証,不動産業,-,-,-,-,0,0
8804-T,東京建物,東証1部,不動産業,1562,1590,1545,1553,2950300,4602761200
8806-T,ダイビル,東証1部,不動産業,1007,1013,991,1006,172300,172675700
8818-T,京阪神ビルディング,東証1部,不動産業,685,694,676,694,63400,43436000
8830-T,住友不動産,東証1部,不動産業,4163.0,4178.0,4118.0,4165.5,2083000,8644187000
8835-T,太平洋興発,東証1部,卸売業,88,91,88,90,529000,47232000
8836-T,RISE,JQスタンダード,不動産業,39,42,39,41,137900,5502100
8840-T,大京,東証1部,不動産業,188,192,187,187,4847000,914117000
8841-T,テーオーシー,東証1部,不動産業,813,819,796,804,64100,51659300
8842-T,東京楽天地,東証1部,不動産業,484,494,481,494,49000,23930000
8844-T,コスモスイニシア,JQスタンダード,不動産業,448,469,448,464,77500,35631700
8848-T,レオパレス21,東証1部,不動産業,571,589,571,586,4169300,2428952000
8850-T,スターツコーポレーション,東証1部,不動産業,2062,2062,1967,1986,377200,751057200
8851-T,アーバンライフ,東証2部,不動産業,104,110,104,109,42000,4484000
8854-T,日住サービス,東証2部,不動産業,241,241,241,241,6000,1446000
8860-T,フジ住宅,東証1部,不動産業,670,683,666,680,64800,43753200
8864-T,空港施設,東証1部,不動産業,606,617,597,608,40600,24616600
8869-T,明和地所,東証1部,不動産業,535,546,533,535,74400,40105200
8870-T,住友不動産販売,東証1部,不動産業,3160,3180,3130,3175,67100,212129000
8871-T,ゴールドクレスト,東証1部,不動産業,2190,2222,2159,2188,101600,222758100
8876-T,リロ・ホールディング,東証1部,サービス業,12530,12740,12170,12440,41100,508628000
8877-T,日本エスリード,東証1部,不動産業,1206,1220,1206,1216,16200,19672800
8881-T,日神不動産,東証1部,不動産業,398,406,394,400,76200,30422000
8885-T,ラ・アトレ,JQグロース,不動産業,622,642,616,629,31100,19440900
8886-T,ウッドフレンズ,JQスタンダード,不動産業,2156,2180,2132,2132,1800,3885700
8887-T,リベレステ,JQスタンダード,不動産業,770,784,767,775,41100,31822800
8889-T,アパマンショップホールディングス,JQスタンダード,不動産業,448,458,448,456,20500,9312200
8890-T,レーサム,JQスタンダード,不動産業,1121,1130,1107,1116,235600,263935900
8891-T,エムジーホーム,東証2部,不動産業,540,587,540,560,5300,2967500
8892-T,日本エスコン,JQスタンダード,不動産業,268,270,265,267,571700,152870300
8893-T,新日本建物,JQスタンダード,不動産業,39,41,38,39,1027100,40836000
8894-T,原弘産,東証2部,不動産業,34,36,34,36,714900,24887500
8897-T,タカラレーベン,東証1部,不動産業,532,545,523,529,2700600,1432577600
8898-T,センチュリー21・ジャパン,JQスタンダード,不動産業,1132,1160,1132,1134,4100,4686500
8903-T,サンウッド,JQスタンダード,不動産業,553,560,553,558,5600,3113300
8904-T,サンヨーハウジング名古屋,東証1部,不動産業,1078,1092,1073,1075,37700,40748500
8905-T,イオンモール,東証1部,不動産業,2078,2089,2051,2059,554400,1146141900
8908-T,毎日コムネット,JQスタンダード,不動産業,1011,1023,1011,1020,1000,1015700
8909-T,シノケングループ,JQスタンダード,不動産業,1725,1790,1704,1729,220700,384604000
8912-T,エリアクエスト,東証2部,不動産業,127,129,126,128,120800,15425400
8914-T,エリアリンク,東証マザーズ,不動産業,140,147,140,145,1205100,173214400
8917-T,ファースト住建,東証1部,不動産業,1310,1319,1305,1315,16500,21654700
8918-T,ランド,東証1部,不動産業,18,18,17,18,2044000,36573800
8920-T,東祥,東証1部,サービス業,3440,3440,3275,3320,25000,83427000
8922-T,日本アセットマーケティング,東証マザーズ,不動産業,125,126,122,124,523100,64888500
8923-T,トーセイ,東証1部,不動産業,783,787,770,774,241500,187449600
8925-T,アルデプロ,東証2部,不動産業,103,109,103,106,1726700,181979700
8927-T,明豊エンタープライズ,JQスタンダード,不動産業,106,109,105,108,154000,16518700
8928-T,穴吹興産,東証1部,不動産業,236,236,231,233,27000,6314000
8929-T,青山財産ネットワークス,東証2部,不動産業,540,575,533,550,171000,92922400
8931-T,和田興産,JQスタンダード,不動産業,696,701,696,697,2800,1955100
8933-T,エヌ・ティ・ティ都市開発,東証1部,不動産業,1143,1149,1130,1144,991500,1130833900
8934-T,サンフロンティア不動産,東証1部,不動産業,945,945,920,928,450200,419292200
8935-T,エフ・ジェー・ネクスト,東証1部,不動産業,565,583,562,576,63300,36320500
8938-T,ロジコム,JQグロース,不動産業,2051,2099,2042,2067,8400,17276400
8940-T,インテリックス,東証2部,不動産業,700,748,698,735,374100,264259800
8944-T,ランドビジネス,東証1部,不動産業,374,374,368,372,9100,3369900
8945-T,日本社宅サービス,東証マザーズ,不動産業,785,810,785,793,8100,6479400
8946-T,ASIAN STAR,JQスタンダード,不動産業,136,148,136,144,203500,29006400
8951-T,日本ビルファンド投資法人 投資証券,東証,その他,528000,538000,519000,537000,6263,3328404000
8952-T,ジャパンリアルエステイト投資法人 投資証券,東証,その他,523000,535000,517000,533000,5489,2899742000
8953-T,日本リテールファンド投資法人 投資証券,東証,その他,222400,223800,219700,219700,8390,1854419700
8954-T,オリックス不動産投資法人 投資証券,東証,その他,151200,153400,151100,153400,9249,1408764400
8955-T,日本プライムリアルティ投資法人 投資証券,東証,その他,396000,399000,393000,398000,2636,1044736500
8956-T,プレミア投資法人 投資証券,東証,その他,595000,616000,595000,606000,464,281624000
8957-T,東急リアル・エステート投資法人 投資証券,東証,その他,140800,142700,140100,140200,1990,281004200
8958-T,グローバル・ワン不動産投資法人 投資証券,東証,その他,367000,376000,365500,370000,592,218533000
8959-T,野村不動産オフィスファンド投資法人 投資証券,東証,その他,476000,480000,473000,473000,2010,956567000
8960-T,ユナイテッド・アーバン投資法人 投資証券,東証,その他,161700,163300,159000,163100,8852,1432327900
8961-T,森トラスト総合リート投資法人 投資証券,東証,その他,212700,212700,207200,210600,2508,526901800
8963-T,インヴィンシブル投資法人 投資証券,東証,その他,69100,70900,67500,68900,12688,874953700
8964-T,フロンティア不動産投資法人 投資証券,東証,その他,496000,500000,492000,492000,1144,567064000
8966-T,平和不動産リート投資法人 投資証券,東証,その他,84500,86200,84100,85500,1656,141352600
8967-T,日本ロジスティクスファンド投資法人 投資証券,東証,その他,219600,220800,218400,218400,3318,728063200
8968-T,福岡リート投資法人 投資証券,東証,その他,190400,191600,187000,187100,1454,274276200
8968-F,福岡リート投資法人 投資証券,福証,その他,-,-,-,-,0,0
8972-T,ケネディクス・オフィス投資法人 投資証券,東証,その他,536000,542000,529000,534000,2287,1227217000
8973-T,積水ハウス・SI レジデンシャル投資法人 投資証券,東証,その他,106700,108000,105300,105300,2888,306043500
8975-T,いちご不動産投資法人 投資証券,東証,その他,84700,86100,84000,84000,2442,207069200
8976-T,大和証券オフィス投資法人 投資証券,東証,その他,568000,578000,556000,576000,1644,932315000
8977-T,阪急リート投資法人 投資証券,東証,その他,121400,122200,120400,120400,2281,275982600
8979-T,スターツプロシード投資法人 投資証券,東証,その他,171000,173100,171000,171500,552,94720900
8982-T,トップリート投資法人 投資証券,東証,その他,476500,476500,468500,469000,518,245071000
8984-T,大和ハウス・レジデンシャル投資法人 投資証券,東証,その他,225900,228100,224800,225700,1517,343303900
8985-T,ジャパン・ホテル・リート投資法人 投資証券,東証,その他,77300,77500,75000,75900,19925,1510627500
8986-T,日本賃貸住宅投資法人 投資証券,東証,その他,77200,78700,77100,78100,6016,469816400
8987-T,ジャパンエクセレント投資法人 投資証券,東証,その他,131200,133100,129800,130500,4182,550966800
8995-T,誠建設工業,東証2部,不動産業,680,680,660,660,800,530000
8996-F,ハウスフリーダム,福証Q-Board,不動産業,436,449,436,440,700,311100
8999-T,グランディハウス,東証1部,不動産業,370,373,365,370,37000,13669400
9001-T,東武鉄道,東証1部,陸運業,545,547,538,542,2994000,1621667000
9003-T,相鉄ホールディングス,東証1部,陸運業,702,702,687,696,988000,685371000
9005-T,東京急行電鉄,東証1部,陸運業,874,874,853,869,2579000,2228472000
9006-T,京浜急行電鉄,東証1部,陸運業,981,988,961,973,1437000,1397943000
9007-T,小田急電鉄,東証1部,陸運業,1125,1132,1107,1119,1437000,1605317000
9008-T,京王電鉄,東証1部,陸運業,934,934,912,923,1508000,1388313000
9009-T,京成電鉄,東証1部,陸運業,1352,1357,1315,1324,1606000,2130784000
9010-T,富士急行,東証1部,陸運業,1233,1244,1198,1240,218000,267591000
9012-T,秩父鉄道,JQスタンダード,陸運業,203,205,203,205,7000,1427000
9014-T,新京成電鉄,東証1部,陸運業,408,411,408,408,26000,10637000
9017-T,新潟交通,東証2部,陸運業,193,193,190,190,3000,573000
9020-T,東日本旅客鉄道,東証1部,陸運業,11430,11480,11180,11265,1103000,12430203000
9021-T,西日本旅客鉄道,東証1部,陸運業,8259,8277,8100,8190,965300,7877346000
9021-F,西日本旅客鉄道,福証,陸運業,-,-,-,-,0,0
9022-T,東海旅客鉄道,東証1部,陸運業,20040,20050,19630,19960,455400,9046970500
9024-T,西武ホールディングス,東証1部,陸運業,2640,2650,2588,2632,1432100,3754317900
9025-T,鴻池運輸,東証1部,陸運業,1355,1380,1347,1366,155000,211029000
9027-S,ロジネット ジャパン,札証,陸運業,-,-,-,-,0,0
9028-T,ゼロ,東証2部,陸運業,966,985,950,960,3600,3491800
9029-T,ヒガシトゥエンティワン,東証2部,陸運業,415,418,409,415,4900,2030900
9031-T,西日本鉄道,東証1部,陸運業,612,618,600,618,764000,468116000
9031-F,西日本鉄道,福証,陸運業,-,-,-,-,0,0
9033-T,広島電鉄,東証2部,陸運業,440,445,440,440,12000,5304000
9034-T,南総通運,JQスタンダード,陸運業,900,900,900,900,1000,900000
9035-F,第一交通産業,福証,陸運業,1310,1325,1305,1325,1900,2489800
9036-T,東部ネットワーク,JQスタンダード,陸運業,1134,1144,1080,1084,10500,11782100
9037-T,ハマキョウレックス,東証1部,陸運業,2179,2212,2125,2156,80700,175028400
9039-T,サカイ引越センター,東証1部,陸運業,5460,5460,5310,5380,14400,77145000
9041-T,近鉄グループホールディングス,東証1部,陸運業,430,434,422,434,4294000,1847045000
9042-T,阪急阪神ホールディングス,東証1部,陸運業,740,740,722,735,2783000,2033383000
9044-T,南海電気鉄道,東証1部,陸運業,640,654,621,625,6508000,4111632000
9045-T,京阪電気鉄道,東証1部,陸運業,779,781,760,780,1168000,903065000
9046-T,神戸電鉄,東証1部,陸運業,363,367,363,367,51000,18638000
9047-T,名糖運輸,東証1部,陸運業,712,714,704,709,4600,3262200
9048-T,名古屋鉄道,東証1部,陸運業,487,490,480,490,3353000,1631311000
9049-T,京福電気鉄道,東証2部,陸運業,230,231,230,230,5000,1151000
9051-T,センコン物流,JQスタンダード,陸運業,717,720,717,720,2000,1437000
9052-T,山陽電気鉄道,東証1部,陸運業,480,480,475,476,40000,19064000
9055-T,アルプス物流,東証2部,陸運業,1473,1507,1473,1499,7900,11767200
9056-T,ヒューテックノオリン,東証2部,陸運業,1000,1000,990,995,3300,3289900
9057-T,遠州トラック,JQスタンダード,陸運業,805,810,804,810,2500,2014800
9058-T,トランコム,東証1部,倉庫運輸関連,6600,6730,6530,6570,27500,181282000
9059-T,カンダホールディングス,東証2部,陸運業,667,687,667,671,5800,3911900
9060-T,日本ロジテム,JQスタンダード,陸運業,300,300,300,300,1000,300000
9062-T,日本通運,東証1部,陸運業,595,595,585,587,2803000,1649658000
